ID	Taxonomy	16S-Behnsen-MY-1	16S-Behnsen-MY-10	16S-Behnsen-MY-11	16S-Behnsen-MY-12	16S-Behnsen-MY-13	16S-Behnsen-MY-14	16S-Behnsen-MY-15	16S-Behnsen-MY-16	16S-Behnsen-MY-17	16S-Behnsen-MY-18	16S-Behnsen-MY-19	16S-Behnsen-MY-2	16S-Behnsen-MY-20	16S-Behnsen-MY-21	16S-Behnsen-MY-22	16S-Behnsen-MY-23	16S-Behnsen-MY-24	16S-Behnsen-MY-25	16S-Behnsen-MY-26	16S-Behnsen-MY-27	16S-Behnsen-MY-28	16S-Behnsen-MY-29	16S-Behnsen-MY-3	16S-Behnsen-MY-30	16S-Behnsen-MY-31	16S-Behnsen-MY-32	16S-Behnsen-MY-33	16S-Behnsen-MY-34	16S-Behnsen-MY-35	16S-Behnsen-MY-36	16S-Behnsen-MY-37	16S-Behnsen-MY-38	16S-Behnsen-MY-39	16S-Behnsen-MY-4	16S-Behnsen-MY-40	16S-Behnsen-MY-41	16S-Behnsen-MY-42	16S-Behnsen-MY-43	16S-Behnsen-MY-44	16S-Behnsen-MY-45	16S-Behnsen-MY-46	16S-Behnsen-MY-47	16S-Behnsen-MY-48	16S-Behnsen-MY-49	16S-Behnsen-MY-5	16S-Behnsen-MY-50	16S-Behnsen-MY-51	16S-Behnsen-MY-52	16S-Behnsen-MY-53	16S-Behnsen-MY-54	16S-Behnsen-MY-55	16S-Behnsen-MY-56	16S-Behnsen-MY-57	16S-Behnsen-MY-58	16S-Behnsen-MY-59	16S-Behnsen-MY-6	16S-Behnsen-MY-60	16S-Behnsen-MY-61	16S-Behnsen-MY-62	16S-Behnsen-MY-63	16S-Behnsen-MY-64	16S-Behnsen-MY-65	16S-Behnsen-MY-66	16S-Behnsen-MY-67	16S-Behnsen-MY-68	16S-Behnsen-MY-69	16S-Behnsen-MY-7	16S-Behnsen-MY-8	16S-Behnsen-MY-9	16S-Negative-Control-sample2	16S-Negative-Ctrl-2-Underhill	16S-Positive-Ctrl-2-Underhill
ASV 994	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	8	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ASV 995	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ GCA-900066575 ; s__ NA	2	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	1	0	0	0	6	0	1	0	3	0	0	1	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ASV 996	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	1	0	0	0	0	0	0	0	0	0	0	0	5	1	3	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 997	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Staphylococcales ; f__ Staphylococcaceae ; g__ Staphylococcus ; s__ NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0
ASV 998	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Lactobacillaceae ; g__ Lactobacillus ; s__ NA	0	2	0	0	0	0	0	0	0	1	0	4	0	0	1	1	0	2	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV 999	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Lactobacillaceae ; g__ Lactobacillus ; s__ NA	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0
ASV 1000	k__NA ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	0	0	5	0	0	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	1	1	2	0	0	0	0
ASV 1001	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ [Eubacterium] coprostanoligenes group ; f__ [Eubacterium] coprostanoligenes group ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1002	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	1	3	1	1	0	2	1	2	2	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV 1003	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	1	0	2	5	6	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1004	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Peptostreptococcales-Tissierellales ; f__ Peptostreptococcaceae ; g__ Romboutsia ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	3	0	1	0	0	0	0	0	9	1	6	0	0	0	0	0	0	0	0
ASV 1005	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Enterococcaceae ; g__ Enterococcus ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1006	k__NA ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	6	2	0	0	0	4	2	2
ASV 1007	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	3	0	1	1	3	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 1008	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	1	2	1	0	1	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0
ASV 1009	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; g__ Oscillibacter ; s__ NA	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	3	2	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1010	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ GCA-900066575 ; s__ NA	3	1	2	0	0	0	0	0	1	0	0	0	0	0	5	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0
ASV 1011	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ [Eubacterium] xylanophilum group ; s__ NA	13	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1012	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ RF39 ; o__ RF39 ; o__ RF39 ; s__ NA	0	2	10	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	6	0	0	0
ASV 1013	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0
ASV 1014	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	0	5	0	0	0	3	2	2	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0
ASV 1015	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
ASV 1016	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Ruminococcaceae ; g__ Harryflintia ; s__ NA	0	0	2	0	0	0	0	0	0	0	1	0	0	1	3	1	1	3	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ASV 1017	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Ruminococcaceae ; f__ Ruminococcaceae ; s__ NA	0	0	0	2	1	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1018	k__Bacteria ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	0	0	1	2	0	0	0	0	1	0	0	1	0	1	2	4	1	0	0	0	1	0	0	1	0	1	0	0	5	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1019	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Lactobacillaceae ; g__ Lactobacillus ; s__ NA	0	0	0	1	2	7	1	2	0	0	0	3	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV 1020	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	2	1	2	1	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1021	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	5	2	2	2	0	0	3	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1022	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	3	4	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1023	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Rikenellaceae ; g__ Alistipes ; s__ NA	0	0	0	0	0	0	2	0	2	3	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1024	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Roseburia ; s__ NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1025	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae NK4A136 group ; s__ NA	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	15	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1026	k__Bacteria ; p__ Cyanobacteria ; c__ Cyanobacteriia ; o__ Chloroplast ; o__ Chloroplast ; o__ Chloroplast ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ASV 1027	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	2	8	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1028	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	1	0	0	0	3	10	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0
ASV 1029	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae NK4A136 group ; s__ NA	1	7	2	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1030	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ [Eubacterium] xylanophilum group ; s__ NA	1	2	5	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	5	4	0	0	0
ASV 1031	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ [Eubacterium] xylanophilum group ; s__ NA	7	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 1032	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ UC5-1-2E3 ; s__ NA	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	4	0	0	0	1	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	0	0
ASV 1033	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	1	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1034	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnoclostridium ; s__ NA	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	7	0	0	0	0	0	0	1	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV 1035	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Marvinbryantia ; s__ NA	3	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	4	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1036	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; g__ Colidextribacter ; s__ NA	6	1	2	0	0	0	1	0	0	0	0	4	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV 1037	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; g__ Oscillibacter ; s__ NA	8	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 1038	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	8	0	0	1	1	1	0	0	0	1	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1039	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Lactobacillaceae ; g__ Lactobacillus ; s__ NA	0	2	0	1	1	1	0	0	1	0	3	2	1	1	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0
ASV 1040	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	0	0	0	8	0	3	11	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV 1041	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	0	0	0	7	5	2	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1042	k__Bacteria ; p__ Bacteroidota ; c__ Bacteroidia ; o__ Bacteroidales ; f__ Muribaculaceae ; f__ Muribaculaceae ; s__ NA	0	0	0	1	8	2	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1043	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae NK4A136 group ; s__ NA	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	3	2	2	0	1	2	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1044	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	0	0	0	0	0	0	0	0	1	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
ASV 1045	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae UCG-006 ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	1	1	1	1	0	0	2	0	4	2	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1046	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Atopobiaceae ; g__ Coriobacteriaceae UCG-002 ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	1	0	3	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1047	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; g__ Turicibacter ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	1	1	0	0	0	0	0
ASV 1048	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Lactobacillaceae ; g__ Lactobacillus ; s__ NA	3	1	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV 1049	k__Bacteria ; p__ Actinobacteriota ; c__ Coriobacteriia ; o__ Coriobacteriales ; f__ Atopobiaceae ; g__ Coriobacteriaceae UCG-002 ; s__ NA	8	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1050	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ RF39 ; o__ RF39 ; o__ RF39 ; s__ NA	1	0	0	0	2	0	0	0	1	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0
